timestamp,open,high,low,close,volume_btc,volume_usd
2023-01-06 17:00:00,29338.58,29430.24,29241.55,29319.68,49.5529,1452875.34
2023-01-06 18:00:00,29319.68,29418.29,29295.78,29367.39,47.9201,1407288.15
2023-01-06 19:00:00,29367.39,29432.19,29279.86,29295.09,40.112,1175084.77
2023-01-06 20:00:00,29295.09,29317.35,29286.38,29308.42,26.9586,790113.97
2023-01-06 21:00:00,29308.42,29422.69,29297.0,29385.04,33.9038,996264.54
2023-01-06 22:00:00,29385.04,29415.79,29194.87,29290.57,36.5414,1070318.39
2023-01-06 23:00:00,29290.57,29342.64,29261.56,29301.38,0.9159,26837.14
2023-01-07 00:00:00,29301.38,29327.93,29267.02,29316.61,5.5671,163208.52
2023-01-07 01:00:00,29316.61,29418.35,29244.74,29362.46,30.0544,882470.98
2023-01-07 02:00:00,29362.46,29420.92,29232.08,29289.82,0.8235,24120.16
2023-01-07 03:00:00,29289.82,29297.32,29154.5,29212.46,45.4908,1328898.34
2023-01-07 04:00:00,29212.46,29329.58,29210.95,29242.96,24.7383,723421.07
2023-01-07 05:00:00,29242.96,29279.99,29139.18,29260.33,13.2595,387977.31
2023-01-07 06:00:00,29260.33,29276.7,29238.08,29274.99,19.9941,585327.01
2023-01-07 07:00:00,29274.99,29338.0,29188.18,29295.27,42.6134,1248371.1
2023-01-07 08:00:00,29295.27,29318.12,29186.97,29255.43,46.396,1357334.84
2023-01-07 09:00:00,29255.43,29339.43,29216.96,29269.02,6.2536,183036.73
2023-01-07 10:00:00,29269.02,29290.03,29186.38,29286.17,39.0091,1142427.26
2023-01-07 11:00:00,29286.17,29338.96,29188.66,29244.33,29.1222,851659.29
2023-01-07 12:00:00,29244.33,29408.32,29212.02,29353.46,29.4824,865410.41
2023-01-07 13:00:00,29353.46,29412.41,29299.86,29381.28,39.0829,1148305.47
2023-01-07 14:00:00,29381.28,29406.4,29301.59,29311.27,11.5308,337982.41
2023-01-07 15:00:00,29311.27,29410.37,29306.04,29349.76,26.7867,786183.24
2023-01-07 16:00:00,29349.76,29424.42,29275.24,29292.55,16.308,477702.86
2023-01-07 17:00:00,29292.55,29347.1,29253.72,29338.66,5.1784,151927.31
2023-01-07 18:00:00,29338.66,29420.8,29301.34,29406.64,5.7014,167659.03
2023-01-07 19:00:00,29406.64,29411.74,29345.11,29358.38,7.2553,213003.82
2023-01-07 20:00:00,29358.38,29538.78,29341.36,29414.94,30.9375,910024.75
2023-01-07 21:00:00,29414.94,29464.28,29379.34,29439.23,5.7386,168939.94
2023-01-07 22:00:00,29439.23,29563.59,29429.98,29487.63,28.7201,846887.59
2023-01-07 23:00:00,29487.63,29605.32,29446.78,29599.49,29.6207,876757.64
2023-01-08 00:00:00,29599.49,29651.05,29582.04,29584.96,45.2429,1338509.57
2023-01-08 01:00:00,29584.96,29610.62,29536.09,29540.37,31.5056,930686.94
2023-01-08 02:00:00,29540.37,29628.86,29474.73,29487.81,49.2866,1453354.01
2023-01-08 03:00:00,29487.81,29533.31,29351.39,29439.7,2.0341,59883.29
2023-01-08 04:00:00,29439.7,29471.7,29428.54,29435.16,35.3552,1040685.96
2023-01-08 05:00:00,29435.16,29473.06,29384.93,29455.24,1.8108,53337.55
2023-01-08 06:00:00,29455.24,29504.6,29443.76,29471.54,36.6042,1078782.27
2023-01-08 07:00:00,29471.54,29530.33,29459.63,29520.3,19.5996,578586.08
2023-01-08 08:00:00,29520.3,29524.96,29514.34,29521.07,30.7597,908059.19
2023-01-08 09:00:00,29521.07,29634.37,29518.13,29606.89,15.8221,468443.14
2023-01-08 10:00:00,29606.89,29682.33,29577.23,29591.22,8.3757,247847.15
2023-01-08 11:00:00,29591.22,29808.12,29543.25,29752.2,36.3139,1080418.51
2023-01-08 12:00:00,29752.2,29860.4,29678.94,29789.43,45.2787,1348826.77
2023-01-08 13:00:00,29789.43,29800.63,29705.65,29738.36,9.5873,285110.62
2023-01-08 14:00:00,29738.36,29775.2,29629.76,29674.67,46.0748,1367254.52
2023-01-08 15:00:00,29674.67,29734.25,29637.39,29703.31,7.439,220962.89
2023-01-08 16:00:00,29703.31,29734.77,29682.28,29690.03,36.9153,1096016.37
2023-01-08 17:00:00,29690.03,29878.13,29651.67,29732.43,47.9925,1426933.52
2023-01-08 18:00:00,29732.43,29824.42,29696.76,29760.57,7.7949,231980.65
2023-01-08 19:00:00,29760.57,29814.73,29716.85,29756.23,22.037,655738.12
2023-01-08 20:00:00,29756.23,29767.91,29662.86,29705.84,17.2041,511062.22
2023-01-08 21:00:00,29705.84,29811.68,29560.99,29615.84,19.7296,584308.66
2023-01-08 22:00:00,29615.84,29657.65,29569.96,29589.39,37.7804,1117899.04
2023-01-08 23:00:00,29589.39,29653.36,29588.52,29640.07,33.2289,984906.99
2023-01-09 00:00:00,29640.07,29706.63,29627.98,29652.76,48.45,1436676.39
2023-01-09 01:00:00,29652.76,29653.66,29485.05,29578.88,9.6812,286359.09
2023-01-09 02:00:00,29578.88,29605.86,29492.8,29589.13,27.3914,810487.68
2023-01-09 03:00:00,29589.13,29640.21,29575.43,29611.93,22.7317,673129.55
2023-01-09 04:00:00,29611.93,29625.56,29550.95,29559.59,45.9834,1359250.28
2023-01-09 05:00:00,29559.59,29620.2,29497.36,29568.67,1.0257,30328.59
2023-01-09 06:00:00,29568.67,29636.69,29451.43,29572.12,49.4639,1462752.22
2023-01-09 07:00:00,29572.12,29587.47,29478.93,29504.52,24.2468,715390.11
2023-01-09 08:00:00,29504.52,29540.22,29485.16,29525.63,31.4642,929000.3
2023-01-09 09:00:00,29525.63,29569.45,29508.81,29558.74,18.3226,541593.05
2023-01-09 10:00:00,29558.74,29647.23,29550.07,29622.77,42.7001,1264895.31
2023-01-09 11:00:00,29622.77,29687.96,29550.41,29685.2,28.3184,840637.5
2023-01-09 12:00:00,29685.2,29685.24,29569.74,29603.41,33.3091,986063.0
2023-01-09 13:00:00,29603.41,29663.24,29499.98,29547.89,32.6208,963875.69
2023-01-09 14:00:00,29547.89,29654.13,29545.53,29578.32,18.5171,547704.76
2023-01-09 15:00:00,29578.32,29684.09,29508.35,29608.72,4.2616,126180.51
2023-01-09 16:00:00,29608.72,29639.72,29504.73,29639.22,40.4815,1199839.93
2023-01-09 17:00:00,29639.22,29902.03,29562.75,29867.6,14.8409,443262.07
2023-01-09 18:00:00,29867.6,29917.25,29849.61,29901.7,42.522,1271480.19
2023-01-09 19:00:00,29901.7,29989.74,29900.11,29969.61,30.6278,917903.32
2023-01-09 20:00:00,29969.61,30060.27,29959.1,30026.8,18.0083,540731.54
2023-01-09 21:00:00,30026.8,30071.52,30008.37,30065.91,29.9152,899427.82
2023-01-09 22:00:00,30065.91,30161.58,29946.37,30046.96,32.4519,975080.81
2023-01-09 23:00:00,30046.96,30140.82,30005.81,30092.57,35.4808,1067708.29
2023-01-10 00:00:00,30092.57,30137.39,29999.66,30046.05,41.2057,1238068.63
2023-01-10 01:00:00,30046.05,30183.07,30031.73,30031.82,8.4079,252504.55
2023-01-10 02:00:00,30031.82,30091.19,29999.62,30002.67,47.2351,1417179.07
2023-01-10 03:00:00,30002.67,30033.64,29943.84,30007.58,20.8366,625255.98
2023-01-10 04:00:00,30007.58,30212.31,29934.46,30146.5,43.0923,1299081.87
2023-01-10 05:00:00,30146.5,30156.43,30021.94,30033.91,11.4137,342798.08
2023-01-10 06:00:00,30033.91,30178.21,29993.95,30075.14,1.9369,58252.53
2023-01-10 07:00:00,30075.14,30096.65,29959.94,29978.13,28.8805,865783.4
2023-01-10 08:00:00,29978.13,30041.86,29949.46,29949.84,16.571,496298.72
2023-01-10 09:00:00,29949.84,30061.3,29939.62,30015.06,49.2309,1477668.56
2023-01-10 10:00:00,30015.06,30052.06,29980.66,30018.92,5.6704,170219.29
2023-01-10 11:00:00,30018.92,30023.26,29938.91,29954.22,2.8415,85114.91
2023-01-10 12:00:00,29954.22,29980.86,29882.33,29911.36,2.7284,81610.16
2023-01-10 13:00:00,29911.36,29992.98,29866.29,29952.02,11.2352,336516.92
2023-01-10 14:00:00,29952.02,29999.79,29903.51,29908.27,29.17,872424.15
2023-01-10 15:00:00,29908.27,29981.09,29843.38,29921.21,25.5254,763750.98
2023-01-10 16:00:00,29921.21,29968.63,29885.04,29923.94,17.8288,533507.98
2023-01-10 17:00:00,29923.94,29979.14,29724.98,29884.95,4.8953,146295.77
2023-01-10 18:00:00,29884.95,30087.6,29860.22,30013.09,12.07,362257.98
2023-01-10 19:00:00,30013.09,30058.46,30011.21,30051.14,9.6153,288950.73
2023-01-10 20:00:00,30051.14,30109.22,29922.62,29929.42,37.4105,1119674.73
2023-01-10 21:00:00,29929.42,29949.83,29830.42,29940.59,39.1073,1170895.45
2023-01-10 22:00:00,29940.59,30015.87,29872.21,29900.96,38.9622,1165007.06
2023-01-10 23:00:00,29900.96,29993.93,29874.43,29951.93,48.4675,1451695.36
2023-01-11 00:00:00,29951.93,30036.22,29822.3,29904.46,44.2698,1323864.41
2023-01-11 01:00:00,29904.46,29936.77,29879.36,29897.6,25.1413,751664.44
2023-01-11 02:00:00,29897.6,29951.72,29873.26,29927.79,21.0393,629659.8
2023-01-11 03:00:00,29927.79,30005.4,29888.49,29979.61,45.8305,1373980.64
2023-01-11 04:00:00,29979.61,30060.71,29867.65,29907.64,30.7556,919827.53
2023-01-11 05:00:00,29907.64,29933.64,29797.23,29887.64,15.0727,450487.36
2023-01-11 06:00:00,29887.64,29954.26,29795.45,29859.25,28.441,849226.8
2023-01-11 07:00:00,29859.25,29890.82,29776.53,29820.23,49.6114,1479423.34
2023-01-11 08:00:00,29820.23,29965.48,29813.08,29925.52,42.5488,1273295.06
2023-01-11 09:00:00,29925.52,29950.07,29900.2,29949.76,14.4233,431974.38
2023-01-11 10:00:00,29949.76,29977.67,29873.96,29874.23,47.6712,1424140.61
2023-01-11 11:00:00,29874.23,29978.79,29815.86,29929.08,49.0824,1468990.85
2023-01-11 12:00:00,29929.08,30082.51,29928.86,30056.1,11.9428,358954.03
2023-01-11 13:00:00,30056.1,30156.59,30029.08,30118.17,44.8318,1350251.66
2023-01-11 14:00:00,30118.17,30120.62,29984.32,30026.65,44.2185,1327733.25
2023-01-11 15:00:00,30026.65,30094.23,29966.63,29997.57,2.4678,74027.99
2023-01-11 16:00:00,29997.57,30107.87,29979.87,30073.57,33.6496,1011963.76
2023-01-11 17:00:00,30073.57,30086.69,29936.38,30031.01,15.6114,468826.12
2023-01-11 18:00:00,30031.01,30079.45,29959.52,30057.67,33.8933,1018753.53
2023-01-11 19:00:00,30057.67,30105.88,30028.53,30104.23,45.7212,1376401.73
2023-01-11 20:00:00,30104.23,30106.25,30040.85,30048.43,25.1896,756907.82
2023-01-11 21:00:00,30048.43,30093.17,29974.79,30044.85,21.0134,631344.41
2023-01-11 22:00:00,30044.85,30074.4,29810.35,29850.08,46.1158,1376560.39
2023-01-11 23:00:00,29850.08,29857.9,29674.24,29788.93,48.7187,1451277.72
2023-01-12 00:00:00,29788.93,29827.11,29721.18,29773.88,3.5807,106611.32
2023-01-12 01:00:00,29773.88,29793.91,29682.67,29699.58,46.181,1371556.08
2023-01-12 02:00:00,29699.58,29817.87,29610.23,29796.54,4.597,136974.69
2023-01-12 03:00:00,29796.54,29802.77,29666.43,29711.31,17.1957,510906.82
2023-01-12 04:00:00,29711.31,29718.72,29650.17,29685.16,38.2474,1135380.34
2023-01-12 05:00:00,29685.16,29718.19,29672.36,29692.93,38.9633,1156934.38
2023-01-12 06:00:00,29692.93,29796.87,29678.55,29778.52,36.4282,1084777.78
2023-01-12 07:00:00,29778.52,29798.04,29678.55,29693.0,2.4361,72335.12
2023-01-12 08:00:00,29693.0,29860.52,29651.74,29762.08,7.0818,210769.08
2023-01-12 09:00:00,29762.08,29809.67,29748.82,29762.69,46.8427,1394164.59
2023-01-12 10:00:00,29762.69,29800.72,29685.03,29704.26,4.5323,134628.63
2023-01-12 11:00:00,29704.26,29760.26,29636.8,29731.71,4.388,130462.76
2023-01-12 12:00:00,29731.71,29749.47,29680.5,29743.55,41.8645,1245198.9
2023-01-12 13:00:00,29743.55,29763.13,29674.27,29707.85,32.2427,957861.17
2023-01-12 14:00:00,29707.85,29718.86,29653.49,29711.99,17.907,532052.67
2023-01-12 15:00:00,29711.99,29771.48,29678.44,29689.1,8.7027,258375.3
2023-01-12 16:00:00,29689.1,29713.12,29650.75,29695.84,44.2664,1314527.8
2023-01-12 17:00:00,29695.84,29738.27,29669.54,29735.16,49.4326,1469886.37
2023-01-12 18:00:00,29735.16,29881.59,29722.24,29829.48,2.9736,88700.95
2023-01-12 19:00:00,29829.48,29841.15,29739.31,29755.64,27.9286,831033.26
2023-01-12 20:00:00,29755.64,29888.65,29640.06,29882.58,13.4345,401457.46
2023-01-12 21:00:00,29882.58,29898.28,29762.17,29765.91,41.7031,1241330.68
2023-01-12 22:00:00,29765.91,29770.59,29725.98,29756.87,17.6306,524631.52
2023-01-12 23:00:00,29756.87,29792.35,29659.79,29791.89,35.8741,1068757.09
2023-01-13 00:00:00,29791.89,29837.96,29748.85,29808.63,27.2064,810985.47
2023-01-13 01:00:00,29808.63,29846.19,29717.16,29771.5,27.3054,812922.85
2023-01-13 02:00:00,29771.5,29821.43,29711.39,29759.11,42.971,1278778.83
2023-01-13 03:00:00,29759.11,29828.71,29708.99,29729.77,23.785,707122.58
2023-01-13 04:00:00,29729.77,29773.76,29642.95,29694.73,42.3572,1257785.48
2023-01-13 05:00:00,29694.73,29753.9,29677.5,29745.18,18.4896,549976.56
2023-01-13 06:00:00,29745.18,29771.58,29733.85,29766.42,9.1518,272416.35
2023-01-13 07:00:00,29766.42,29779.99,29693.63,29725.17,23.0461,685049.29
2023-01-13 08:00:00,29725.17,29896.44,29669.49,29778.65,25.1686,749487.02
2023-01-13 09:00:00,29778.65,29875.68,29675.09,29796.96,24.18,720490.39
2023-01-13 10:00:00,29796.96,29899.72,29790.2,29845.4,40.5124,1209108.67
2023-01-13 11:00:00,29845.4,29905.27,29798.43,29882.98,28.4516,850218.6
2023-01-13 12:00:00,29882.98,29978.35,29816.27,29833.43,44.478,1326931.51
2023-01-13 13:00:00,29833.43,29882.3,29762.24,29800.01,25.9522,773375.83
2023-01-13 14:00:00,29800.01,29938.93,29741.78,29844.55,11.6234,346895.13
2023-01-13 15:00:00,29844.55,29929.24,29820.14,29880.98,6.91,206477.58
2023-01-13 16:00:00,29880.98,29892.92,29859.96,29879.73,43.484,1299290.28
2023-01-13 17:00:00,29879.73,29950.44,29819.11,29886.74,3.2806,98046.45
2023-01-13 18:00:00,29886.74,29963.85,29845.84,29963.11,6.3217,189417.82
2023-01-13 19:00:00,29963.11,29982.42,29826.0,29927.66,3.6511,109268.89
2023-01-13 20:00:00,29927.66,29968.14,29902.75,29960.41,21.4748,643393.82
2023-01-13 21:00:00,29960.41,29996.1,29897.79,29948.29,26.8645,804545.97
2023-01-13 22:00:00,29948.29,29953.25,29856.06,29935.26,1.4838,44417.93
2023-01-13 23:00:00,29935.26,30027.16,29876.41,30001.04,26.0215,780672.08
2023-01-14 00:00:00,30001.04,30078.91,29993.24,30050.57,19.9911,600743.9
2023-01-14 01:00:00,30050.57,30140.01,30044.77,30099.46,38.7954,1167720.6
2023-01-14 02:00:00,30099.46,30210.74,30069.74,30178.05,41.5829,1254890.78
2023-01-14 03:00:00,30178.05,30225.09,30116.61,30179.32,34.4059,1038346.55
2023-01-14 04:00:00,30179.32,30281.61,30163.07,30220.48,23.938,723417.81
2023-01-14 05:00:00,30220.48,30303.91,30141.97,30201.73,11.1994,338241.2
2023-01-14 06:00:00,30201.73,30277.95,30142.08,30221.31,42.4322,1282356.51
2023-01-14 07:00:00,30221.31,30324.33,30139.59,30213.44,17.4126,526094.55
2023-01-14 08:00:00,30213.44,30231.9,30160.07,30219.3,18.1364,548069.33
2023-01-14 09:00:00,30219.3,30285.23,30176.83,30255.27,45.8426,1386980.31
